Title,Journal,PubDate,PubmedID,Url,Abstract
Oxytocin's anti-inflammatory and proimmune functions in COVID-19: a transcriptomic signature-based approach.,Physiol Genomics, 2020 Sep 1,32809918,https://pubmed.ncbi.nlm.nih.gov/32809918/,The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has caused a worldwide pandemic， infecting over 16 million people worldwide with a significant mortality rate. However， there is no current Food and Drug Administration-approved drug that treats coronavirus disease 2019 (COVID-19). Damage to T lymphocytes along with the cytokine storm are important factors that lead to exacerbation of clinical cases. Here， we are proposing intravenous oxytocin (OXT) as a candidate for adjunctive therapy for COVID-19. OXT has anti-inflammatory and proimmune adaptive functions. Using the Library of Integrated Network-Based Cellular Signatures (LINCS)， we used the transcriptomic signature for carbetocin， an OXT agonist， and compared it to gene knockdown signatures of inflammatory (such as interleukin IL-1β and IL-6) and proimmune markers (including T cell and macrophage cell markers like CD40 and ARG1). We found that carbetocin's transcriptomic signature has a pattern of concordance with inflammation and immune marker knockdown signatures that are consistent with reduction of inflammation and promotion and sustaining of immune response. This suggests that carbetocin may have potent effects in modulating inflammation， attenuating T cell inhibition， and enhancing T cell activation. Our results also suggest that carbetocin is more effective at inducing immune cell responses than either lopinavir or hydroxychloroquine， both of which have been explored for the treatment of COVID-19.Keywords:COVID19; LINCS; immune; oxytocin; transcriptomic signature.
Next-generation sequencing reveals low-dose effects of cationic dendrimers in primary human bronchial epithelial cells.,ACS Nano, 2015 Jan 27,25530437,https://pubmed.ncbi.nlm.nih.gov/25530437/,Gene expression profiling has developed rapidly in recent years with the advent of deep sequencing technologies such as RNA sequencing (RNA Seq) and could be harnessed to predict and define mechanisms of toxicity of chemicals and nanomaterials. However， the full potential of these technologies in (nano)toxicology is yet to be realized. Here， we show that systems biology approaches can uncover mechanisms underlying cellular responses to nanomaterials. Using RNA Seq and computational approaches， we found that cationic poly(amidoamine) dendrimers (PAMAM-NH2) are capable of triggering down-regulation of cell-cycle-related genes in primary human bronchial epithelial cells at doses that do not elicit acute cytotoxicity， as demonstrated using conventional cell viability assays， while gene transcription was not affected by neutral PAMAM-OH dendrimers. The PAMAMs were internalized in an active manner by lung cells and localized mainly in lysosomes; amine-terminated dendrimers were internalized more efficiently when compared to the hydroxyl-terminated dendrimers. Upstream regulator analysis implicated NF-κB as a putative transcriptional regulator， and subsequent cell-based assays confirmed that PAMAM-NH2 caused NF-κB-dependent cell cycle arrest. However， PAMAM-NH2 did not affect cell cycle progression in the human A549 adenocarcinoma cell line. These results demonstrate the feasibility of applying systems biology approaches to predict cellular responses to nanomaterials and highlight the importance of using relevant (primary) cell models.Keywords:nanotoxicology; next-generation sequencing; poly(amidoamine) dendrimers; systems biology.
Transcriptome-based drug repositioning identifies TPCA-1 as a potential selective inhibitor of esophagus squamous carcinoma cell viability.,Int J Mol Med, 2022 Jun,35417037,https://pubmed.ncbi.nlm.nih.gov/35417037/,Esophageal squamous cell carcinoma (ESCC) is a cancer type with limited treatment options. The present study aimed to screen for small molecules that may inhibit ESCC cell viability. The small‑molecule‑perturbed signatures were extrapolated from the library of integrated network‑based cellular signatures (LINCS) database. Since LINCS does not include small‑molecule‑perturbed signatures of ESCC cells， it was hypothesized that non‑ESCC cell lines that display transcriptome profiles similar to those of ESCC may have similar small‑molecule‑perturbated responses to ESCC cells and that identifying small molecules that inhibit the viability of these non‑ESCC cells may also inhibit the viability of ESCC cells. The transcriptomes of >1，000 cancer cell lines from the Cancer Cell Line Encyclopedia database were analyzed and 70 non‑ESCC cell lines exhibiting similar transcriptome profiles to those of ESCC cells were identified. Among them， six cell lines with transcriptome signatures upon drug perturbation were available in the LINCS， which were used as reference signatures. A total of 20 ESCC datasets were analyzed and 522 downregulated and 461 upregulated differentially expressed genes (DEGs) that were consistently altered across >50% of the datasets were identified. These DEGs together with the reference signatures were then used as inputs of the ZhangScore method to score small molecules that may reverse transcriptome alterations of ESCC. Among the top‑ranked 50 molecules identified by the ZhangScore， four candidates that may inhibit ESCC cell viability were experimentally verified. Furthermore， 2‑[(aminocarbonyl)amino]‑5‑(4‑fluorophenyl)‑3‑-thiophenecarboxamide (TPCA‑1)， an inhibitor of the NF‑κB pathway， was able to preferentially inhibit the viability of ESCC cells compared with non‑tumorigenic epithelial Het‑1A cells. Mechanistically， TPCA‑1 induced ESCC KYSE‑450 cell apoptosis by inhibiting the phosphorylation of inhibitor of NF‑κB kinase subunit β， leading to IκBα stabilization and NF‑κB signaling pathway inhibition. Collectively， these results demonstrated that LINCS‑based drug repositioning may facilitate drug discovery and that TPCA‑1 may be a promising candidate molecule in the treatment of ESCC.Keywords:ZhangScore; drug discovery; esophageal squamous cell carcinoma; gene expression profiling; library of integrated network‑based cellular signatures.
MOASL: Predicting drug mechanism of actions through similarity learning with transcriptomic signature.,Comput Biol Med, 2024 Feb,38104518,https://pubmed.ncbi.nlm.nih.gov/38104518/,
Transcriptome Analysis of Cisplatin， Cannabidiol， and Intermittent Serum Starvation Alone and in Various Combinations on Colorectal Cancer Cells.,Int J Mol Sci, 2023 Sep 29,37834191,https://pubmed.ncbi.nlm.nih.gov/37834191/,Platinum-derived chemotherapy medications are often combined with other conventional therapies for treating different tumors， including colorectal cancer. However， the development of drug resistance and multiple adverse effects remain common in clinical settings. Thus， there is a necessity to find novel treatments and drug combinations that could effectively target colorectal cancer cells and lower the probability of disease relapse. To find potential synergistic interaction， we designed multiple different combinations between cisplatin， cannabidiol， and intermittent serum starvation on colorectal cancer cell lines. Based on the cell viability assay， we found that combinations between cannabidiol and intermittent serum starvation， cisplatin and intermittent serum starvation， as well as cisplatin， cannabidiol， and intermittent serum starvation can work in a synergistic fashion on different colorectal cancer cell lines. Furthermore， we analyzed differentially expressed genes and affected pathways in colorectal cancer cell lines to understand further the potential molecular mechanisms behind the treatments and their interactions. We found that synergistic interaction between cannabidiol and intermittent serum starvation can be related to changes in the transcription of genes responsible for cell metabolism and cancer's stress pathways. Moreover， when we added cisplatin to the treatments， there was a strong enrichment of genes taking part in G2/M cell cycle arrest and apoptosis.Keywords:cannabidiol; cisplatin; colorectal cancer; intermittent fasting; serum starvation.
Transcriptomic and Functional Approaches Unveil the Role of tmRNA in Zinc Acetate Mediated Levofloxacin Sensitivity in Helicobacter pylori.,Microbiol Spectr, 2022 Dec 21,36354329,https://pubmed.ncbi.nlm.nih.gov/36354329/,
Comprehensive transcriptomic analysis of molecularly targeted drugs in cancer for target pathway evaluation.,Cancer Sci, 2015 Jul,25911996,https://pubmed.ncbi.nlm.nih.gov/25911996/,Targeted therapy is a rational and promising strategy for the treatment of advanced cancer. For the development of clinical agents targeting oncogenic signaling pathways， it is important to define the specificity of compounds to the target molecular pathway. Genome-wide transcriptomic analysis is an unbiased approach to evaluate the compound mode of action， but it is still unknown whether the analysis could be widely applicable to classify molecularly targeted anticancer agents. We comprehensively obtained and analyzed 129 transcriptomic datasets of cancer cells treated with 83 anticancer drugs or related agents， covering most clinically used， molecularly targeted drugs alongside promising inhibitors of molecular cancer targets. Hierarchical clustering and principal component analysis revealed that compounds targeting similar target molecules or pathways were clustered together. These results confirmed that the gene signatures of these drugs reflected their modes of action. Of note， inhibitors of oncogenic kinase pathways formed a large unique cluster， showing that these agents affect a shared molecular pathway distinct from classical antitumor agents and other classes of agents. The gene signature analysis further classified kinome-targeting agents depending on their target signaling pathways， and we identified target pathway-selective signature gene sets. The gene expression analysis was also valuable in uncovering unexpected target pathways of some anticancer agents. These results indicate that comprehensive transcriptomic analysis with our database (http://scads.jfcr.or.jp/db/cs/) is a powerful strategy to validate and re-evaluate the target pathways of anticancer compounds.Keywords:Antitumor agents; computational biology; gene expression profiling; molecular targeted therapy; protein kinase inhibitors.
Effective Alu repeat based RT-Qpcr normalization in cancer cell perturbation experiments.,PLoS One, 2013 Aug 14,23977142,https://pubmed.ncbi.nlm.nih.gov/23977142/,Background:Measuring messenger RNA (mRNA) levels using the reverse transcription quantitative polymerase chain reaction (RT-qPCR) is common practice in many laboratories. A specific set of mRNAs as internal control reference genes is considered as the preferred strategy to normalize RT-qPCR data. Proper selection of reference genes is a critical issue， especially in cancer cells that are subjected to different in vitro manipulations. These manipulations may result in dramatic alterations in gene expression levels， even of assumed reference genes. In this study， we evaluated the expression levels of 11 commonly used reference genes as internal controls for normalization of 19 experiments that include neuroblastoma， T-ALL， melanoma， breast cancer， non small cell lung cancer (NSCL)， acute myeloid leukemia (AML)， prostate cancer， colorectal cancer， and cervical cancer cell lines subjected to various perturbations.Results:The geNorm algorithm in the software package qbase+ was used to rank the candidate reference genes according to their expression stability. We observed that the stability of most of the candidate reference genes varies greatly in perturbation experiments. Expressed Alu repeats show relatively stable expression regardless of experimental condition. These Alu repeats are ranked among the best reference assays in all perturbation experiments and display acceptable average expression stability values (M<0.5).Conclusions:We propose the use of Alu repeats as a reference assay when performing cancer cell perturbation experiments.
Chemosensitivity prediction by transcriptional profiling.,Proc Natl Acad Sci U S A, 2001 Sep 11,11553813,https://pubmed.ncbi.nlm.nih.gov/11553813/,In an effort to develop a genomics-based approach to the prediction of drug response， we have developed an algorithm for classification of cell line chemosensitivity based on gene expression profiles alone. Using oligonucleotide microarrays， the expression levels of 6，817 genes were measured in a panel of 60 human cancer cell lines (the NCI-60) for which the chemosensitivity profiles of thousands of chemical compounds have been determined. We sought to determine whether the gene expression signatures of untreated cells were sufficient for the prediction of chemosensitivity. Gene expression-based classifiers of sensitivity or resistance for 232 compounds were generated and then evaluated on independent sets of data. The classifiers were designed to be independent of the cells' tissue of origin. The accuracy of chemosensitivity prediction was considerably better than would be expected by chance. Eighty-eight of 232 expression-based classifiers performed accurately (with P < 0.05) on an independent test set， whereas only 12 of the 232 would be expected to do so by chance. These results suggest that at least for a subset of compounds genomic approaches to chemosensitivity prediction are feasible.
Short-term metformin ingestion by healthy older adults improves myoblast function.,Am J Physiol Cell Physiol, 2021 Apr 1,33406027,https://pubmed.ncbi.nlm.nih.gov/33406027/,"Muscle progenitor cells (MPCs) in aged muscle exhibit impaired activation into proliferating myoblasts， thereby impairing fusion and changes in secreted factors. The antihyperglycemic drug metformin， currently studied as a candidate antiaging therapy， may have potential to promote function of aged MPCs. We evaluated the impact of 2 wk of metformin ingestion on primary myoblast function measured in vitro after being extracted from muscle biopsies of older adult participants. MPCs were isolated from muscle biopsies of community-dwelling older (4 male/4 female， ∼69 yr) adult participants before (pre) and after (post) the metformin ingestion period and studied in vitro. Cells were extracted from Young participants (4 male/4 female， ∼27 yr) to serve as a ""youthful"" comparator. MPCs from Old subjects had lower fusion index and myoblast-endothelial cell homing compared with Young， while Old MPCs， extracted after short-term metformin ingestion， performed better at both tasks. Transcriptomic analyses of Old MPCs (vs. Young) revealed decreased histone expression and increased myogenic pathway activity， yet this phenotype was partially restored by metformin. However， metformin ingestion exacerbated pathways related to inflammation signaling. Together， this study demonstrated that 2 wk of metformin ingestion induced persistent effects on Old MPCs that improved function in vitro and altered their transcriptional signature including histone and chromatin remodeling.Keywords:aging; diabetes; satellite cells; senescence; skeletal muscle."
Gene expression profiling of tumor stroma interactions in retinoblastoma.,Exp Eye Res, 2020 Aug,32585195,https://pubmed.ncbi.nlm.nih.gov/32585195/,
Constraint based modeling of drug induced metabolic changes in a cancer cell line.,NPJ Syst Biol Appl, 2025 Oct 6,41053076,https://pubmed.ncbi.nlm.nih.gov/41053076/,
Lipoic acid alters the microRNA signature in breast cancer cells.,Pathol Res Pract, 2024 May,38678851,https://pubmed.ncbi.nlm.nih.gov/38678851/,
Deciphering the dose-dependent effects of thymoquinone on cellular proliferation and transcriptomic changes in A172 glioblastoma cells.,PLoS One, 2025 Jan 28,39874307,https://pubmed.ncbi.nlm.nih.gov/39874307/,
Cancer pharmacogenomics: do cancer cell lines have the right stuff?,Pharmacogenomics, 2010 Aug,20712522,https://pubmed.ncbi.nlm.nih.gov/20712522/,
Identifying multi-target drugs for prostate cancer using machine learning-assisted transcriptomic analysis.,J Biomol Struct Dyn, 2025 Mar,38102880,https://pubmed.ncbi.nlm.nih.gov/38102880/,
An in-silico study examining the induction of apoptosis by Cryptotanshinone in metastatic melanoma cell lines.,BMC Cancer, 2018 Aug 29,30157799,https://pubmed.ncbi.nlm.nih.gov/30157799/,
Gene-signature-derived IC(50)s/EC(50)s reflect the potency of causative upstream targets and downstream phenotypes.,Sci Rep, 2020 Jun 15,32541899,https://pubmed.ncbi.nlm.nih.gov/32541899/,
Expression Profiles and RNAi Silencing of Inhibitor of Apoptosis Transcripts in Aedes， Anopheles， and Culex Mosquitoes (Diptera: Culicidae).,J Med Entomol, 2016 Mar,26659858,https://pubmed.ncbi.nlm.nih.gov/26659858/,
pRRophetic: an R package for prediction of clinical chemotherapeutic response from tumor gene expression levels.,PLoS One, 2014 Sep 17,25229481,https://pubmed.ncbi.nlm.nih.gov/25229481/,
Transcriptomic and functional pathways analysis of ascorbate-induced cytotoxicity and resistance of Burkitt lymphoma.,Oncotarget, 2016 Sep 27,27590508,https://pubmed.ncbi.nlm.nih.gov/27590508/,
Stem cell-like gene expression signature identified in ionizing radiation-treated cancer cells.,Gene, 2015 Nov 10,26255092,https://pubmed.ncbi.nlm.nih.gov/26255092/,
Comprehensive analysis of Apigetrin's effects on liver cancer cells: Insights from bioinformatics， in vitro studies， and next-generation transcriptome sequencing.,Mol Cell Probes, 2025 Feb,39864676,https://pubmed.ncbi.nlm.nih.gov/39864676/,
Predict effective drug combination by deep belief network and ontology fingerprints.,J Biomed Inform, 2018 Sep,30081101,https://pubmed.ncbi.nlm.nih.gov/30081101/,
Cellular microRNA networks regulate host dependency of hepatitis C virus infection.,Nat Commun, 2017 Nov 27,29176620,https://pubmed.ncbi.nlm.nih.gov/29176620/,
Predicting drug response of small cell lung cancer cell lines based on enrichment analysis of complex gene signatures.,J Biotechnol, 2024 Mar 10,38280466,https://pubmed.ncbi.nlm.nih.gov/38280466/,
Global gene expression in pseudomyxoma peritonei， with parallel development of two immortalized cell lines.,Oncotarget, 2015 May 10,25929336,https://pubmed.ncbi.nlm.nih.gov/25929336/,
Identification of core biomarkers for tuberculosis progression through bioinformatics analysis and in vitro research.,Sci Rep, 2025 Jan 24,39856190,https://pubmed.ncbi.nlm.nih.gov/39856190/,
Drug Repositioning for Cancer Therapy Based on Large-Scale Drug-Induced Transcriptional Signatures.,PLoS One, 2016 Mar 8,26954019,https://pubmed.ncbi.nlm.nih.gov/26954019/,
Integrated analysis identifies interaction patterns between small molecules and pathways.,Biomed Res Int, 2014,25114931,https://pubmed.ncbi.nlm.nih.gov/25114931/,
Transcriptome meta-analysis of lung cancer reveals recurrent aberrations in NRG1 and Hippo pathway genes.,Nat Commun, 2014 Dec 22,25531467,https://pubmed.ncbi.nlm.nih.gov/25531467/,
Utilization of NGS technologies to investigate transcriptomic and epigenomic mechanisms in trastuzumab resistance.,Sci Rep, 2019 Mar 26,30914750,https://pubmed.ncbi.nlm.nih.gov/30914750/,
Transcriptomic insights into the anti-inflammatory mechanisms of Protaetia brevitarsis seulensis larvae in IL-1beta-driven chondrosarcoma cells.,Biomed Pharmacother, 2025 Feb,39862704,https://pubmed.ncbi.nlm.nih.gov/39862704/,
Transcription profiling of gene expression in drug discovery and development: the NCI experience.,Eur J Cancer, 2004 Nov,15541957,https://pubmed.ncbi.nlm.nih.gov/15541957/,
Genomic and Transcriptomic Determinants of Therapy Resistance and Immune Landscape Evolution during Anti-EGFR Treatment in Colorectal Cancer.,Cancer Cell, 2019 Jul 8,31287991,https://pubmed.ncbi.nlm.nih.gov/31287991/,
Antileukemic Effects of Anti-miR-146a， Anti-miR-155， Anti-miR-181a， and Prednisolone on Childhood Acute Lymphoblastic Leukemia.,Biomed Res Int, 2021 Nov 28,34877353,https://pubmed.ncbi.nlm.nih.gov/34877353/,
Temporal gene expression profiling of maslinic acid-treated Raji cells.,Mol Omics, 2021 Apr 19,33346776,https://pubmed.ncbi.nlm.nih.gov/33346776/,Maslinic acid is a novel phytochemical reported to target multiple signaling pathways. A complete gene expression profile was therefore constructed to illustrate the anti-tumourigenesis effects of maslinic acid in Raji cells across five time-points. Microarray analysis was used to identify genes that were differentially expressed in maslinic acid treated Raji cells at 0， 4， 8， 12， 24 and 48 h. Extracted RNA was hybridized using the AffymetrixGeneChip to obtain expression profiles. A total of 109 genes were found to be significantly expressed over a period of 48 hours. By 12 hours， maslinic acid regulates the majority of genes involved in the cell cycle， p53 and NF-κB signaling pathways. At the same time， XAF1， APAF1， SESN3， and TP53BP2 were evidently up-regulated， while oncogenes， FAIM， CD27， and RRM2B， were down-regulated by at least 2-fold. In conclusion， maslinic acid shows an hourly progression of gene expression in Raji cells.
Transcriptomics-based drug repositioning pipeline identifies therapeutic candidates for COVID-19.,Sci Rep, 2021 Jun 10,34112877,https://pubmed.ncbi.nlm.nih.gov/34112877/,
Glucocorticoid receptor activity discriminates between progesterone and medroxyprogesterone acetate effects in breast cells.,Breast Cancer Res Treat, 2012 Jan,21336598,https://pubmed.ncbi.nlm.nih.gov/21336598/,The purpose of this article is to determine the tumorigenic potential of estradiol treatment (E2) when combined with either progesterone (P4) or medroxyprogesterone acetate (MPA) in normal luminal human breast cells (HBE) and in human breast cancer cells (T47-D， MCF-7). Proliferation profiles were evaluated， along with the gene transactivation activity between the progesterone and glucocorticoid receptors (PR， GR) in HBE， T47-D， and MCF-7 cells treated by E2 + P4 or E2 + MPA. High throughput transcriptome analysis was performed on RNA from HBE cells treated by E2， E2 + MPA and E2 + P4. GR content was analyzed in normal breast cells as well. In HBE cells， E2 + P4 treatment was antiproliferative and promoted cellular differentiation. In contrast， E2 + MPA displayed mitogenic， antiapoptotic effects in HBE cells and did not influence cellular differentiation. The effect of P4 and MPA on cell proliferation was， however， variable in breast cancer cells. In cells containing GR or/and PR， MPA decreased proliferation whereas P4 antiproliferative effect needed the presence of PR. In HBE cells， the regulation of genes by E2 + P4， and E2 + MPA was significantly different， particularly in cell proliferation and cell death gene families. Further analysis revealed a modulation of the glucocorticoid receptor gene expression pathway by E2 + MPA. Predominant MPA glucocorticoid activity in normal and breast cancer cells was demonstrated using a glucocorticoid antagonist and the down-regulation of the GR by RNA interference. In normal luminal breast cells and in breast cancer cells， P4 and MPA combined with E2 treatment have opposing mitogenic effects due to GR. The consequences of MPA glucocorticoid potencies as well as the importance of GR in breast tissue merit a reappraisal.
In vitro antiplasmodial activity of cepharanthine.,Malar J, 2014 Aug 22,25145413,https://pubmed.ncbi.nlm.nih.gov/25145413/,
GDA， a web-based tool for Genomics and Drugs integrated analysis.,Nucleic Acids Res, 2018 Jul 2,29800349,https://pubmed.ncbi.nlm.nih.gov/29800349/,
Integrating Transcriptomic and Targeted New Approach Methodologies into a Tiered Framework for Chemical Bioactivity Screening.,Environ Health Perspect, 2025 Jun,40366647,https://pubmed.ncbi.nlm.nih.gov/40366647/,
Differential effects of HIF2α antagonist and HIF2α silencing in renal cancer and sensitivity to repurposed drugs.,BMC Cancer, 2021 Aug 5,34353313,https://pubmed.ncbi.nlm.nih.gov/34353313/,
MicroRNA Profile in Response to Doxorubicin Treatment in Breast Cancer.,J Cell Biochem, 2015 Sep,25802200,https://pubmed.ncbi.nlm.nih.gov/25802200/,
RNA-Seq analysis for the potential targets and molecular mechanisms of 17 beta-estradiol in squamous cell lung carcinoma.,Neoplasma, 2016,26952511,https://pubmed.ncbi.nlm.nih.gov/26952511/,
Nanolitre liquid patterning in aqueous environments for spatially defined reagent delivery to mammalian cells.,Nat Mater, 2009 Sep,19684584,https://pubmed.ncbi.nlm.nih.gov/19684584/,
Functional and transcriptomic characterization of carboplatin-resistant A2780 ovarian cancer cell line.,Biol Res, 2019 Mar 21,30894224,https://pubmed.ncbi.nlm.nih.gov/30894224/,
Analysis and Validation of Differentially Expressed Ferroptosis-Related Genes in Regorafenib-Induced Cardiotoxicity.,Oxid Med Cell Longev, 2022 Sep 26,36204517,https://pubmed.ncbi.nlm.nih.gov/36204517/,
Outlier analysis of functional genomic profiles enriches for oncology targets and enables precision medicine.,BMC Genomics, 2016 Jun 13,27296290,https://pubmed.ncbi.nlm.nih.gov/27296290/,
RNA Sequencing of the NCI-60: Integration into CellMiner and CellMiner CDB.,Cancer Res, 2019 Jul 1,31113817,https://pubmed.ncbi.nlm.nih.gov/31113817/,
Identification of FDA-approved drugs targeting breast cancer stem cells along with biomarkers of sensitivity.,Sci Rep, 2013,23982413,https://pubmed.ncbi.nlm.nih.gov/23982413/,
Microarray-based detection and expression analysis of extracellular matrix proteins in drug-resistant ovarian cancer cell lines.,Oncol Rep, 2014 Nov,25199881,https://pubmed.ncbi.nlm.nih.gov/25199881/,
Phenotypic Screening Combined with Machine Learning for Efficient Identification of Breast Cancer-Selective Therapeutic Targets.,Cell Chem Biol, 2019 Jul 18,31056464,https://pubmed.ncbi.nlm.nih.gov/31056464/,
Carbon nanotubes as carriers of Panax ginseng metabolites and enhancers of ginsenosides Rb1 and Rg1 anti-cancer activity.,Nanotechnology, 2017 Jan 6,27893436,https://pubmed.ncbi.nlm.nih.gov/27893436/,
Transcriptome analysis of an AKT inhibitor-resistant endometrial cancer cell line.,Pharmacol Rep, 2024 Apr,38478219,https://pubmed.ncbi.nlm.nih.gov/38478219/,
Interindividual variability in gene expression profiles in human hepatocytes and comparison with HepaRG cells.,Drug Metab Dispos, 2012 Jan,21994436,https://pubmed.ncbi.nlm.nih.gov/21994436/,
Inhibition of basal cell carcinoma cells by cold atmospheric plasma-activated solution and differential gene expression analysis.,Int J Oncol, 2020 May,32319578,https://pubmed.ncbi.nlm.nih.gov/32319578/,
Identification of potential chemical compounds enhancing generation of enucleated cells from immortalized human erythroid cell lines.,Commun Biol, 2021 Jun 3,34083702,https://pubmed.ncbi.nlm.nih.gov/34083702/,
Target identification for CNS diseases by transcriptional profiling.,Neuropsychopharmacology, 2009 Jan,18923405,https://pubmed.ncbi.nlm.nih.gov/18923405/,
Transcriptomic analysis associated with reversal of cisplatin sensitivity in drug resistant osteosarcoma cells after a drug holiday.,BMC Cancer, 2019 Nov 5,31690262,https://pubmed.ncbi.nlm.nih.gov/31690262/,
Identification of Kynurenic Acid-Induced Apoptotic Biomarkers in Gastric Cancer-Derived AGS Cells through Next-Generation Transcriptome Sequencing Analysis.,Nutrients, 2022 Dec 30,36615849,https://pubmed.ncbi.nlm.nih.gov/36615849/,
Screening and identification of genes associated with cell proliferation in cholangiocarcinoma.,Aging (Albany NY), 2020 Feb 10,32040444,https://pubmed.ncbi.nlm.nih.gov/32040444/,
Hyperphysiological compression of articular cartilage induces an osteoarthritic phenotype in a cartilage-on-a-chip model.,Nat Biomed Eng, 2019 Jul,31160722,https://pubmed.ncbi.nlm.nih.gov/31160722/,
Differential disruption of cell cycle pathways in small cell and non-small cell lung cancer.,Br J Cancer, 2006 Jun 19,16705311,https://pubmed.ncbi.nlm.nih.gov/16705311/,
Effects of Polyamidoamine Dendrimers on a 3-D Neurosphere System Using Human Neural Progenitor Cells.,Toxicol Sci, 2016 Jul,27125967,https://pubmed.ncbi.nlm.nih.gov/27125967/,
Predicting therapeutic drugs for hepatocellular carcinoma based on tissue-specific pathways.,PLoS Comput Biol, 2021 Feb 9,33561121,https://pubmed.ncbi.nlm.nih.gov/33561121/,
Genomic and transcriptomic profiling of resistant CEM/ADR-5000 and sensitive CCRF-CEM leukaemia cells for unravelling the full complexity of multi-factorial multidrug resistance.,Sci Rep, 2016 Nov 8,27824156,https://pubmed.ncbi.nlm.nih.gov/27824156/,
Synergistic Drug Combination Prediction by Integrating Multiomics Data in Deep Learning Models.,Methods Mol Biol, 2021,32926369,https://pubmed.ncbi.nlm.nih.gov/32926369/,
Validation Study: Response-Predictive Gene Expression Profiling of Glioma Progenitor Cells In Vitro.,PLoS One, 2016 Mar 15,26978262,https://pubmed.ncbi.nlm.nih.gov/26978262/,
Comparative transcriptomics reveals PrrAB-mediated control of metabolic， respiration， energy-generating， and dormancy pathways in Mycobacterium smegmatis.,BMC Genomics, 2019 Dec 7,31810444,https://pubmed.ncbi.nlm.nih.gov/31810444/,
Transcriptomic and Cytogenetic Analysis of Oxaliplatin-Resistant Colorectal Adenocarcinoma HCT116 Cells to Identify Markers Associated with Platinum Resistance.,Int J Mol Sci, 2025 Sep 11,41009436,https://pubmed.ncbi.nlm.nih.gov/41009436/,
A QP509L/QP383R-Deleted African Swine Fever Virus Is Highly Attenuated in Swine but Does Not Confer Protection against Parental Virus Challenge.,J Virol, 2022 Jan 12,34613824,https://pubmed.ncbi.nlm.nih.gov/34613824/,
Unveiling Gene Regulatory Networks That Characterize Difference of Molecular Interplays Between Gastric Cancer Drug Sensitive and Resistance Cell Lines.,J Comput Biol, 2024 Mar,38394313,https://pubmed.ncbi.nlm.nih.gov/38394313/,
Transcriptome Profiling of Cisplatin Resistance in Triple-negative Breast Cancer: New Insight into the Role of PI3k/Akt Pathway.,Curr Mol Med, 2023,35585821,https://pubmed.ncbi.nlm.nih.gov/35585821/,
Correlation with Apoptosis Process through RNA-Seq Data Analysis of Hep3B Hepatocellular Carcinoma Cells Treated with Glehnia littoralis Extract (GLE).,Int J Mol Sci, 2024 Aug 30,39273406,https://pubmed.ncbi.nlm.nih.gov/39273406/,
Targeting TJP1 attenuates cell-cell aggregation and modulates chemosensitivity against doxorubicin in leiomyosarcoma.,J Mol Med (Berl), 2020 May,32318747,https://pubmed.ncbi.nlm.nih.gov/32318747/,
Identification of hub gene associated with colorectal cancer: Integrating Mendelian randomization， transcriptome analysis and experimental verification.,PLoS Genet, 2025 Jul 29,40729369,https://pubmed.ncbi.nlm.nih.gov/40729369/,
Curcumin-Induced Molecular Mechanisms in U-87 MG Glioblastoma Cells: Insights from Global Gene Expression Profiling.,Molecules, 2025 May 9,40430278,https://pubmed.ncbi.nlm.nih.gov/40430278/,
Transcriptome analysis of polyploid giant cancer cells and their progeny reveals a functional role for p21 in polyploidization and depolyploidization.,J Biol Chem, 2024 Apr,38447798,https://pubmed.ncbi.nlm.nih.gov/38447798/,
Genomic Activation of PPARG Reveals a Candidate Therapeutic Axis in Bladder Cancer.,Cancer Res, 2017 Dec 15,28923856,https://pubmed.ncbi.nlm.nih.gov/28923856/,
Low expression of ZHX2， but not RCBTB2 or RAN， is associated with poor outcome in multiple myeloma.,Br J Haematol, 2008 Apr,18353163,https://pubmed.ncbi.nlm.nih.gov/18353163/,
Integrated network pharmacology， transcriptomics， and experimental validation to explore the mechanism of Qihuang Jianpi Zishen granules against Sjogren's syndrome.,Sci Rep, 2025 Jul 1,40593998,https://pubmed.ncbi.nlm.nih.gov/40593998/,
Investigation of Pharmacological Mechanisms of Yinhua Pinggan Granule on the Treatment of Pneumonia through Network Pharmacology and In Vitro.,Biomed Res Int, 2022 Nov 2,36389108,https://pubmed.ncbi.nlm.nih.gov/36389108/,
Palmitate-induced ER stress increases trastuzumab sensitivity in HER2/neu-positive breast cancer cells.,BMC Cancer, 2016 Jul 27,27464732,https://pubmed.ncbi.nlm.nih.gov/27464732/,
Mining Drug-Target Associations in Cancer: Analysis of Gene Expression and Drug Activity Correlations.,Biomolecules, 2020 Apr 25,32344870,https://pubmed.ncbi.nlm.nih.gov/32344870/,
Whole Transcriptome Profiling Identifies CD93 and Other Plasma Cell Survival Factor Genes Associated with Measles-Specific Antibody Response after Vaccination.,PLoS One, 2016 Aug 16,27529750,https://pubmed.ncbi.nlm.nih.gov/27529750/,
Large-Scale Transcriptional Profiling of Molecular Perturbations Reveals Cell Line Specific Responses and Implications for Environmental Screening.,Environ Sci Technol, 2021 Nov 16,34714046,https://pubmed.ncbi.nlm.nih.gov/34714046/,
Distinct expression profiles of regulatory RNAs in the response to biocides in Staphylococcus aureus and Enterococcus faecium.,Sci Rep, 2021 Mar 25,33767282,https://pubmed.ncbi.nlm.nih.gov/33767282/,
