Title,Journal,PubDate,PubmedID,Url,Abstract
S-Adenosylmethionine Treatment Diminishes the Proliferation of Castration-Resistant Prostate Cancer Cells by Modulating the Expression of miRNAs.,Arch Immunol Ther Exp (Warsz), 2024 Nov 1,39486056,https://pubmed.ncbi.nlm.nih.gov/39486056/,doMet (S-adenosylmethionine) inhibits cancer cell proliferation and migration via epigenetic alterations. This study aimed to investigate whether AdoMet may cause alterations in microRNA (miRNA) expression profiles that are important for the initiation and progression of prostate cancer. PC-3 cells were treated with AdoMet before miRNA sequencing. A total of 17 differentially expressed miRNAs were detected. Target gene prediction was performed by means of databases. Results were aligned to transcriptomic data. The bioinformatic analysis revealed upregulation of anticancerogenic genes， downregulation of cancerogenic-related processes and pathways. Knocking down hsa-miR-192-5p in PC-3 cells resulted in downregulation of cancer cell proliferation， thus confirming these results.Keywords:Ado-Met; PC-3 cells; TGF-beta pathway; miRNAs.
Human equilibrative nucleoside transporter-1 (hENT1) is required for the transcriptomic response of the nucleoside-derived drug 5'-DFUR in breast cancer MCF7 cells.,Biochem Pharmacol, 2006 Dec 15,16965766,https://pubmed.ncbi.nlm.nih.gov/16965766/,Nucleoside analogues are broadly used in cancer treatment. Although nucleoside metabolism is a necessary step in the development of their cytotoxicity， mediated transport across the plasma membrane might be needed for nucleoside-derived drugs to exert their pharmacological action. In this study， we have addressed the question of whether particular plasma membrane transporters contribute to the transcriptomic response associated with nucleoside-derived drug therapy. Firstly， we have characterized the nucleoside transporters responsible for 5'-DFUR uptake into the breast cancer cell line MCF7. 5'-DFUR is the immediate precursor of 5-FU and a metabolite of the orally administered pro-drug capecitabine， currently used in the treatment of breast cancer and other solid tumors. Although 5'-DFUR is a substrate for both plasma membrane equilibrative nucleoside carriers， hENT1 shows higher affinity for this molecule than hENT2. Inhibition of hENT1 function partially protected MCF7 cells from 5'-DFUR-induced cytotoxicity. Secondly， we have used a pharmacogenomic approach to determine how inhibition of hENT1 function contributes to the transcriptomic response associated to 5'-DFUR treatment. Under hENT1 inhibition most of the transcriptional targets of 5'-DFUR action， which were genes associated with apoptosis and cell cycle progression were blocked. This study demonstrates that although 5'-DFUR is substrate for both equilibrative nucleoside carriers， hENT1 function is essential for the full transcriptional response to 5'-DFUR treatment.
Shifting gene expression profiles during ex vivo culture of renal tumor cells: implications for cancer immunotherapy.,Oncol Res, 2003,14760862,https://pubmed.ncbi.nlm.nih.gov/14760862/,The use of cultured tumor cells rather than original tumor tissue for the preparation of therapeutic cancer vaccines represents an obvious solution to the problem of availability of adequate quantities of autologous tumor. In this study we investigated possible changes in gene expression accompanying the transition of renal cell carcinoma cells from the original tissue to cell populations in culture. In our study we employed cDNA microarray technology to compare the gene expression pattern of ex vivo cultured renal carcinoma cells to that of the original solid tumor tissue from which the cells were derived. Using this approach we detected changes in the expression of many genes mostly related to the cell lines' physiological properties. Some of the products of those genes showing differential expression between tumor-derived cell line and original tumor are known human autoantigens or tumor-associated antigens. Furthermore， analysis of overexpressed genes revealed the presence of several transcripts with restricted normal tissue distribution， representing self-antigens with potential to elicit autoimmunity. Our results suggest that adapting tumor tissue to culture can result in changes in the level of transcripts specific for known antigens and that more information regarding the composition of tumor cells and their byproducts used in vaccine trials is needed before the efficacy and safety of such procedures can truly be determined.
Identification of biological significance of different stages of varicose vein development based on mRNA sequencing.,Sci Rep, 2024 Sep 28,39341975,https://pubmed.ncbi.nlm.nih.gov/39341975/,
Tanshinone IIA suppresses the progression of lung adenocarcinoma through regulating CCNA2-CDK2 complex and AURKA/PLK1 pathway.,Sci Rep, 2021 Dec 8,34880385,https://pubmed.ncbi.nlm.nih.gov/34880385/,Lung adenocarcinoma (LUAD) belongs to a subgroup of non-small cell lung cancer (NSCLC) with an increasing incidence all over the world. Tanshinone IIA (TSA)， an active compound of Salvia miltiorrhiza Bunge.， has been found to have anti-tumor effects on many tumors， but its anti-LUAD effect and its mechanism have not been reported yet. In this study， bio-information analysis was applied to characterize the potential mechanism of TSA on LUA， biological experiments were used to verify the mechanisms involved. TCGA， Pubchem， SwissTargetPrediction， Venny2.1.0， STRING， DAVID， Cytoscape 3.7.2， Omicshare， GEPIA， RSCBPDB， Chem Draw， AutoDockTools， and PyMOL were utilized for analysis in the bio-information analysis and network pharmacology. Our experiments in vitro focused on the anti-LUAD effects and mechanisms of TSA on LUAD cells (A549 and NCI-H1975 cells) via MTT， plate cloning， Annexin V-FITC and PI dual staining， flow cytometry， and western blot assays. A total of 64 differentially expressed genes (DEGs) of TSA for treatment of LUAD were screened out. Gene ontology and pathway analysis revealed characteristic of the DEGs network. After GEPIA-based DEGs confirmation， 46 genes were considered having significant differences. Further， 10 key DEGs (BTK， HSD11B1， ADAM33， TNNC1， THRA， CCNA2， AURKA， MIF， PLK1， and SORD) were identified as the most likely relevant genes from overall survival analysis. Molecular Docking results showed that CCNA2， CDK2 and PLK1 had the lowest docking energy. MTT and plate cloning assays results showed that TSA inhibited the proliferation of LUAD cells in a concentration-dependent manner. Annexin V-FITC and PI dual staining and flow cytometry assays results told that TSA promoted the apoptosis of the two LUAD cells in different degrees， and induced cycle arrest in the G1/S phase. Western blot results showed that TSA significantly down-regulated the expression of CCNA2， CDK2， AURKA， PLK1， and p-ERK. In summary， TSA could suppress the progression of LUAD by inducing cell apoptosis and arresting cell cycle， and these were done by regulating CCNA2-CDK2 complex and AURKA/PLK1 pathway. These findings are the first to demonstrate the molecular mechanism of TSA in treatment of LUAD combination of network bio-information analysis and biological experiments in vitro.
MicroRNA-21 targets LRRFIP1 and contributes to VM-26 resistance in glioblastoma multiforme.,Brain Res, 2009 Aug 25,19559015,https://pubmed.ncbi.nlm.nih.gov/19559015/,MicroRNAs control a wide array of biological processes including cell differentiation， proliferation， and apoptosis whose dysregulation is a hallmark of cancer. MicroRNA-21 (miR-21) is overexpressed in many cancers including glioblastoma and contributes to tumor resistance to chemotherapy. We investigated whether miR-21 mediated chemoresistance to the chemotherapeutic agent VM-26 in glioblastoma cells and sought to identify the candidate target genes for miR-21 by gene expression profiling. Here we report that miR-21 was involved in mediating chemoresistance to VM-26 in glioblastoma cells. Suppression of miR-21 by specific antisense oligonucleotides in glioblastoma cell U373 MG led to enhanced cytotoxicities of VM-26 against U373 MG cells. We further identified and validated LRRFIP1， whose product is an inhibitor of NF-kappaB signaling， as a direct target gene of miR-21. Our findings suggest that miR-21 represents a promising target for therapeutic manipulation to increase the efficacy of chemotherapeutic agents in treating glioblastoma， a highly lethal type of cancer.
Activation and propagation of tumor-infiltrating lymphocytes on clinical-grade designer artificial antigen-presenting cells for adoptive immunotherapy of melanoma.,J Immunother, 2014 Nov-Dec,25304728,https://pubmed.ncbi.nlm.nih.gov/25304728/,"Purpose:Adoptive cell therapy with autologous tumor-infiltrating lymphocytes (TIL) is a therapy for metastatic melanoma with response rates of up to 50%. However， the generation of the TIL transfer product is challenging， requiring pooled allogeneic normal donor peripheral blood mononuclear cells (PBMC) used in vitro as ""feeders"" to support a rapid-expansion protocol. Here， we optimized a platform to propagate TIL to a clinical scale using K562 cells genetically modified to express costimulatory molecules such as CD86， CD137-ligand， and membrane-bound IL-15 to function as artificial antigen-presenting cells (aAPC) as an alternative to using PBMC feeders.Experimental design:We used aAPC or γ-irradiated PBMC feeders to propagate TIL and measured rates of expansion. The activation and differentiation state was evaluated by flow cytometry and differential gene expression analyses. Clonal diversity was assessed on the basis of the pattern of T-cell receptor usage. T-cell effector function was measured by evaluation of cytotoxic granule content and killing of target cells.Results:The aAPC propagated TIL at numbers equivalent to that found with PBMC feeders， whereas increasing the frequency of CD8 T-cell expansion with a comparable effector-memory phenotype. mRNA profiling revealed an upregulation of genes in the Wnt and stem-cell pathways with the aAPC. The aAPC platform did not skew clonal diversity， and CD8 T cells showed comparable antitumor function as those expanded with PBMC feeders.Conclusions:TIL can be rapidly expanded with aAPC to clinical scale generating T cells with similar phenotypic and effector profiles as with PBMC feeders. These data support the clinical application of aAPC to manufacture TIL for the treatment of melanoma."
Virus-specific and shared gene expression signatures in immune cells after vaccination in response to influenza and vaccinia stimulation.,Front Immunol, 2023 Aug 4,37600811,https://pubmed.ncbi.nlm.nih.gov/37600811/,Background:In the vaccine era， individuals receive multiple vaccines in their lifetime. Host gene expression in response to antigenic stimulation is usually virus-specific; however， identifying shared pathways of host response across a wide spectrum of vaccine pathogens can shed light on the molecular mechanisms/components which can be targeted for the development of broad/universal therapeutics and vaccines.Method:We isolated PBMCs， monocytes， B cells， and CD8+T cells from the peripheral blood of healthy donors， who received both seasonal influenza vaccine (within <1 year) and smallpox vaccine (within 1 - 4 years). Each of the purified cell populations was stimulated with either influenza virus or vaccinia virus. Differentially expressed genes (DEGs) relative to unstimulated controls were identified for eachin vitroviral infection， as well as for both viral infections (shared DEGs). Pathway enrichment analysis was performed to associate identified DEGs with KEGG/biological pathways.Results:We identified 2，906， 3，888， 681， and 446 DEGs in PBMCs， monocytes， B cells， and CD8+T cells， respectively， in response to influenza stimulation. Meanwhile， 97， 120， 20， and 10 DEGs were identified as gene signatures in PBMCs， monocytes， B cells， and CD8+T cells， respectively， upon vaccinia stimulation. The majority of DEGs identified in PBMCs were also found in monocytes after either viral stimulation. Of the virus-specific DEGs， 55， 63， and 9 DEGs occurred in common in PBMCs， monocytes， and B cells， respectively， while no DEGs were shared in infected CD8+T cells after influenza and vaccinia. Gene set enrichment analysis demonstrated that these shared DEGs were over-represented in innate signaling pathways， including cytokine-cytokine receptor interaction， viral protein interaction with cytokine and cytokine receptor， Toll-like receptor signaling， RIG-I-like receptor signaling pathways， cytosolic DNA-sensing pathways， and natural killer cell mediated cytotoxicity.Conclusion:Our results provide insights into virus-host interactions in different immune cells， as well as host defense mechanisms against viral stimulation. Our data also highlights the role of monocytes as a major cell population driving gene expression inex vivoPBMCs in response to viral stimulation. The immune response signaling pathways identified in this study may provide specific targets for the development of novel virus-specific therapeutics and improved vaccines for vaccinia and influenza. Although influenza and vaccinia viruses have been selected in this study as pathogen models， this approach could be applicable to other pathogens.Keywords:gene expression signature; influenza vaccine; pathway analysis; smallpox vaccine; transcriptomic analysis; virus infection.
Identification of potential synthetic lethal genes to p53 using a computational biology approach.,BMC Med Genomics, 2013 Sep 11,24025726,https://pubmed.ncbi.nlm.nih.gov/24025726/,Background:Identification of genes that are synthetic lethal to p53 is an important strategy for anticancer therapy as p53 mutations have been reported to occur in more than half of all human cancer cases. Although genome-wide RNAi screening is an effective approach to finding synthetic lethal genes， it is costly and labor-intensive.Methods:To illustrate this approach， we identified potentially druggable genes synthetically lethal for p53 using three microarray datasets for gene expression profiles of the NCI-60 cancer cell lines， one next-generation sequencing (RNA-Seq) dataset from the Cancer Genome Atlas (TCGA) project， and one gene expression data from the Cancer Cell Line Encyclopedia (CCLE) project. We selected the genes which encoded kinases and had significantly higher expression in the tumors with functional p53 mutations (somatic mutations) than in the tumors without functional p53 mutations as the candidates of druggable synthetic lethal genes for p53. We identified important regulatory networks and functional categories pertinent to these genes， and performed an extensive survey of literature to find experimental evidence that support the synthetic lethality relationships between the genes identified and p53. We also examined the drug sensitivity difference between NCI-60 cell lines with functional p53 mutations and NCI-60 cell lines without functional p53 mutations for the compounds that target the kinases encoded by the genes identified.Results:Our results indicated that some of the candidate genes we identified had been experimentally verified to be synthetic lethal for p53 and promising targets for anticancer therapy while some other genes were putative targets for development of cancer therapeutic agents.Conclusions:Our study indicated that pre-screening of potential synthetic lethal genes using gene expression profiles is a promising approach for improving the efficiency of synthetic lethal RNAi screening.
Ultrasound-induced apoptosis in the presence of Sonazoid and associated alterations in gene expression levels: a possible therapeutic application.,Cancer Lett, 2010 Feb 1,19646810,https://pubmed.ncbi.nlm.nih.gov/19646810/,Ultrasound (US) has been shown to induce apoptosis and cell lysis in cancer cells. In this study， we report on the potential of using Sonazoid， a new echo-contrast agent， that is chemically more stable and US-resistant in combination with US in cancer therapy. The biological effects and their mechanisms in the presence or absence of ultrasonic exposure in vitro were investigated. In addition， the impact of the agent on the expression levels of genes responsive to US was studied using global-scale microarrays and computational gene expression analysis tools. Our results show that the combination led to enhanced cell killing in the presence of 1 MHz acoustic field. The apoptosis induction was shown to be mediated by the mitochondrial pathway. The occurrence of US-induced DNA damage was also observed. Despite these findings， the agent at concentrations similar to those clinically used can be considered as well tolerated. Furthermore， Sonazoid enhanced expression of genes that related to apoptosis and are responsive to US， although it alone had almost no effect. These results indicate the potential of Sonazoid for US contrast enhancement as well as the possibility of its use in US-aided therapies.
Cellular stressors may alter islet hormone cell proportions by moderation of alternative splicing patterns.,Hum Mol Genet, 2019 Aug 15,31098640,https://pubmed.ncbi.nlm.nih.gov/31098640/,Changes to islet cell identity in response to type 2 diabetes (T2D) have been reported in rodent models， but are less well characterized in humans. We assessed the effects of aspects of the diabetic microenvironment on hormone staining， total gene expression， splicing regulation and the alternative splicing patterns of key genes in EndoC-βH1 human beta cells. Genes encoding islet hormones [somatostatin (SST)， insulin (INS)， Glucagon (GCG)]， differentiation markers [Forkhead box O1 (FOXO1)， Paired box 6， SRY box 9， NK6 Homeobox 1， NK6 Homeobox 2] and cell stress markers (DNA damage inducible transcript 3， FOXO1) were dysregulated in stressed EndoC-βH1 cells， as were some serine arginine rich splicing factor splicing activator and heterogeneous ribonucleoprotein particle inhibitor genes. Whole transcriptome analysis of primary T2D islets and matched controls demonstrated dysregulated splicing for ~25% of splicing events， of which genes themselves involved in messenger ribonucleic acid processing and regulation of gene expression comprised the largest group. Approximately 5% of EndoC-βH1 cells exposed to these factors gained SST positivity in vitro. An increased area of SST staining was also observed ex vivo in pancreas sections recovered at autopsy from donors with type 1 diabetes (T1D) or T2D (9.3% for T1D and 3% for T2D， respectively compared with 1% in controls). Removal of the stressful stimulus or treatment with the AKT Serine/Threonine kinase inhibitor SH-6 restored splicing factor expression and reversed both hormone staining effects and patterns of gene expression. This suggests that reversible changes in hormone expression may occur during exposure to diabetomimetic cellular stressors， which may be mediated by changes in splicing regulation.
Downregulation of growth differentiation factor-15 in trichostatin A-induced apoptosis could play a role in progression of gastric cancer.,Int J Clin Exp Pathol, 2015 Jul 1,26339382,https://pubmed.ncbi.nlm.nih.gov/26339382/,im:To investigate the effect of trichostatin A (TSA) on gastric cancer cell line BGC-823， and identify the differentially expressed genes induced by TSA， which might participate in the progression of gastric cancer.Methods:MTT， fluorescence microscopy， and flow cytometry were used to detect the effect of TSA on growth inhibition and apoptosis of BGC-823 cells. Using gene microarray， we analyzed the changes in gene expression. Change in growth differentiation factor-15 (GDF-15) was verified by qRT-PCR and Western blotting. The expression of GDF-15 in gastric cancer and adjacent normal tissues was detected by immunohistochemistry.Results:Apoptosis of BGC-823 cells induced by TSA (75 ng/mL for 48 h) was demonstrated by flow cytometry. There were significant variations between TSA treated groups and control groups (P = 0.02). Nuclear chromatin condensation and fluorescence intensity were observed by fluorescence microscopy. GDF-15 gene expression and protein level were significantly reduced in the TSA treated group (75 ng/mL for 48 h). Immunohistochemistry demonstrated that the expression of GDF-15 in gastric adenocarcinoma was significantly higher than in the surrounding normal tissues (P < 0.05).Conclusion:Lower GDF-15 gene expression due to TSA-induced apoptosis was found in gastric cancer cell line BGC-823. Higher GDF-15 gene expression was seen in gastric adenocarcinoma tissues.Keywords:BGC-823; Gastric cancer; apoptosis; growth differentiation factor-15; trichostatin A.
Exploring novel targets of basal-like breast carcinoma by comparative gene profiling and mechanism analysis.,Breast Cancer Res Treat, 2013 Aug,23933801,https://pubmed.ncbi.nlm.nih.gov/23933801/,The heterogeneity of breast cancer makes its diagnosis and treatment far from being optimal. Analysis of traditional pathological and prognostic markers based on immunohistochemistry (IHC) is inadequate in elucidating the inherent heterogeneity of breast cancer， especially basal-like breast carcinoma (BLBC) which displays complex and unique epidemiological， phenotypic， and molecular features with distinctive relapse patterns and poor clinical outcomes. Gene expression profiling opened an avenue in research as independent predictors by classifying breast cancers into discrete groups with prognostic references， but it is not cost-effective in clinical application. It is necessary to develop an effective predictive gene list from gene profiling to optimize the treatment with traditional markers. In this report， we analyzed the correlation between IHC and gene profiling of breast cancer with an emphasis on the BLBC， highlighting the potential discovery of diagnostic markers and cellular mechanisms that may guide the development of BLBC-targeted therapy. Random forest-based classification and PAM50 gene-sets were used in the comparison analysis of traditional prognostic markers including estrogen receptor (ER)， progesterone receptor (PR)， human epidermal growth factor receptor 2 (HER2)， and microarray profiles. An intrinsic 40-gene set was developed to classify breast cancer subtypes， and genes expression differentiations were used to explore the different mechanisms between the BLBC and non-BLBC subtypes based on the comparison of clinicopathological markers and microarray profiling. Pathways and DNA repairs were analyzed to evaluate the biological mechanisms in BLBC and other breast cancer subtypes. It is reasonable to define BLBC as those tumors that are negative for ER， PR， and HER2 by IHC for their accordance with gene expression profiles. Focal adhesion kinase， ERBB， and their signaling pathways may play crucial role in BLBC. The intrinsic 40-gene set can be used to classify breast cancer and help to optimize therapeutic management of BLBC.
Differential disruption of cell cycle pathways in small cell and non-small cell lung cancer.,Br J Cancer, 2006 Jun 19,16705311,https://pubmed.ncbi.nlm.nih.gov/16705311/,Lung cancer is the leading cause of cancer-related mortality in the world， with small cell lung cancer (SCLC) and non-small cell lung cancer (NSCLC) comprising the two major cell types. Although these cell types can be distinguished readily at the histological level， knowledge of their underlying molecular differences is very limited. In this study， we compared 14 SCLC cell lines against 27 NSCLC cell lines using an integrated array comparative genomic hybridisation and gene expression profiling approach to identify subtype-specific disruptions. Using stringent criteria， we have identified 159 of the genes that are responsible for the different biology of these cell types. Sorting of these genes by their biological functions revealed the differential disruption of key components involved in cell cycle pathways. Our novel comparative combined genome and transcriptome analysis not only identified differentially altered genes， but also revealed that certain shared pathways are preferentially disrupted at different steps in these cell types. Small cell lung cancer exhibited increased expression of MRP5， activation of Wnt pathway inhibitors， and upregulation of p38 MAPK activating genes， while NSCLC showed downregulation of CDKN2A， and upregulation of MAPK9 and EGFR. This information suggests that cell cycle upregulation in SCLC and NSCLC occurs through drastically different mechanisms， highlighting the need for differential molecular target selection in the treatment of these cancers.
Inhibition of cell viability by human IFN-β is mediated by microRNA-431.,Int J Oncol, 2012 May,22293894,https://pubmed.ncbi.nlm.nih.gov/22293894/,
MicroRNA signatures in chemotherapy resistant esophageal cancer cell lines.,World J Gastroenterol, 2014 Oct 28,25356050,https://pubmed.ncbi.nlm.nih.gov/25356050/,im:To investigate expression of microRNA (miRNA) and potential targets in chemotherapy resistant esophageal cancer cell lines.Methods:An in-vitro model of acquired chemotherapy resistance in esophageal adeno- (EAC) and squamous cell carcinoma (ESCC) cells was used， and microRNA expression profiles for cisplatin or 5-fluorouracil (5-FU) resistant variants vs chemotherapy sensitive controls were compared using microarray and quantitative real-time polymerase chain reaction (PCR). The expression of chemotherapy-relevant genes potentially targeted by the dysregulated microRNAs in the chemotherapy resistant variants was also evaluated.Results:Chemotherapy resistant sublines were found to have specific miRNA signatures， and these miRNA signatures were different for the cisplatin vs 5-FU resistant cells from the same tumor cell line， and also for EAC vs ESCC cells with resistance to the same specific chemotherapy agent. Amongst others， miR-27b-3p， miR-193b-3p， miR-192-5p， miR-378 a-3p， miR-125a-5p and miR-18a-3p were dysregulated， consistent with negative posttranscriptional control of KRAS， TYMS， ABCC3， CBL-B and ERBB2 expression via these miRNAs.Conclusion:The current study supports the hypothesis that microRNA expression has an impact on chemotherapy resistance in esophageal cancer.Keywords:Chemotherapy; Esophageal cancer; MicroRNA; Resistance; Target.
Transcriptome Highlights Cannabinol Modulation of Mitophagy in a Parkinson's Disease In Vitro Model.,Biomolecules, 2023 Jul 25,37627228,https://pubmed.ncbi.nlm.nih.gov/37627228/,Parkinson's disease (PD) is a neurodegenerative disorder characterized by the loss of dopaminergic neurons in the substantia nigra and the accumulation of α-synuclein aggregates， known as Lewy bodies. It is known that mitochondria dysfunctions， including impaired localization， transport and mitophagy， represent features of PD. Cannabinoids are arising as new therapeutic strategies against neurodegenerative diseases. In this study， we aimed to evaluate the potential protective effects of cannabinol (CBN) pre-treatment in an in vitro PD model， namely retinoic acid-differentiated SH-SY5Y neuroblastoma cells treated with 1-methyl-4-phenylpyridinium (MPP+). With this aim， we performed a transcriptomic analysis through next-generation sequencing. We found that CBN counteracted the loss of cell viability caused by MPP+treatment. Then， we focused on biological processes relative to mitochondria functions and found that CBN pre-treatment was able to attenuate the MPP+-induced changes in the expression of genes involved in mitochondria transport， localization and protein targeting. Notably， MPP+treatment increased the expression of the genes involved in PINK1/Parkin mitophagy， while CBN pre-treatment reduced their expression. The results suggested that CBN can exert a protection against MPP+induced mitochondria impairment.Keywords:Parkinson’s disease; cannabinol; mitochondria; mitophagy.
Alterations of metastasis-related genes identified using an oligonucleotide microarray of genistein-treated HCC1395 breast cancer cells.,Nutr Cancer, 2007,17640171,https://pubmed.ncbi.nlm.nih.gov/17640171/,Genistein， one of the major isoflavones， potently inhibits the growth and metastasis of breast cancer. However， the precise molecular mechanism in metastasis inhibition is not clear. We investigated the effect of genistein in HCC1395 cells， a cell line derived from an early-stage primary breast cancer. Genistein dose dependently both decreased cell viability and inhibited the invasion potential. We used human oligonucleotide microarrays to determine the gene expression profile altered by genistein treatment. TFPI-2， ATF3， DNMT1， and MTCBP-1， which inhibit invasion and metastasis， were upregulated， and MMP-2， MMP-7， and CXCL12， which promote invasion and metastasis， were downregulated. We used quantitative real-time polymerase chain reaction to verify the microarray data at the mRNA level. We conclude that genistein-induced alternations of gene expression involving metastasis may be exploited for devising chemopreventive and therapeutic strategies， particularly for early-stage breast cancer.
Synergistic enhancement of apoptosis by coralyne and paclitaxel in combination on MDA-MB-231 a triple-negative breast cancer cell line.,J Cell Biochem, 2019 Oct,31172606,https://pubmed.ncbi.nlm.nih.gov/31172606/,Triple-negative breast cancer (TNBC) is the most outrageous subtype of breast cancer. Emphasizing the urge of new approach in cancer therapy， combinational drug therapy may be proven as an effective strategy. In our previous study， we reported that coralyne (COR) with paclitaxel (PTX) efficiently decreases the proliferation of MDA-MB-231 compared with MCF-7 cell line. Thus， we studied the effect of COR and PTX in combination on apoptosis of MDA-MB-231 cell line. In silico results demonstrated that COR intercalates DNA at a minor groove. In vitro approaches revealed that in combination (COR and PTX) increases the efficacy of apoptosis in MDA-MB-231 cell line by a significant increase in G1/S phase arrest， DNA fragmentation， and change in mitochondria membrane potential. The expression of ATM and ATR a serine/threonine-protein kinase， ataxia telangiectasia and Rad3-related protein were depleted with an increase in time from 24 to 48 hours in concurrent with increased levels of γH2AX indicating that DNA damage routes cells to enter apoptosis. This was confirmed by high levels of caspase-3 and cytochrome c. Also， the decrease in the expression levels of matrix metalloproteinase-9 confirmed the antimetastatic efficacy of COR + PTX. The present study indicates that the synergistic effect of COR and PTX can enhance apoptosis in MDA-MB-231 cell line and may be proven as a potential anticancer therapy against TNBC.Keywords:AKT; ATM; apoptosis; caspase; metastasis.
Drug resistant MCF-7 cells exhibit epithelial-mesenchymal transition gene expression pattern.,Biomed Pharmacother, 2011 Feb,21177063,https://pubmed.ncbi.nlm.nih.gov/21177063/,
MicroRNA signatures of platinum-resistance in ovarian cancer.,Eur J Gynaecol Oncol, 2015,25872328,https://pubmed.ncbi.nlm.nih.gov/25872328/,
Identification of key antifibrotic targets FPR1， TAS2R5， and LRP2BP of valsartan in diabetic nephropathy: A transcriptomics-driven study integrating machine learning， molecular docking， and dynamics simulations.,Int J Biol Macromol, 2025 Mar,39814306,https://pubmed.ncbi.nlm.nih.gov/39814306/,Diabetic nephropathy (DN) is a major complication of diabetes and a leading cause of renal failure. While valsartan has been shown to alleviate DN clinically， its antifibrotic mechanisms require further investigation. This study used a transcriptomics-driven approach， integrating in vitro， Machine Learning， molecular docking， dynamics simulations and RT-qCPR to identify key antifibrotic targets. In vitro experiments demonstrated that valsartan combats fibrosis by reversing the mRNA expression levels of fibrosis markers. PCA， t-SNE and UMAP analyses suggest the effectiveness of valsartan in modifying gene expression patterns related to fibrosis. Differential expression analysis identified key fibrosis-related genes， while WGCNA highlighted DN-associated genes in human kidney samples， with 33 potential antifibrotic targets emerging from their intersection. To enhance the accuracy of key targets selection， multiple Machine Learning algorithms-LASSO， SVM-RFE， and XGBoost-were employed， refining the potential antifibrotic targets. Molecular docking and dynamics simulations confirmed strong interactions between valsartan and targets， with RT-qPCR validating their expression reversal. GSEA indicated involvement in RAS， AGE-RAGE， TGF-beta， and PI3K-Akt pathways， affecting oxidative phosphorylation and mitochondrial regulation. These findings provide insight into therapeutic mechanisms of valsartan and demonstrate the potential of transcriptomics-driven approaches in developing targeted DN treatments.Keywords:Antifibrotic targets; Diabetic nephropathy; Machine learning; Transcriptomics analyses; Valsartan.
Data Mining Approaches for Genomic Biomarker Development: Applications Using Drug Screening Data from the Cancer Genome Project and the Cancer Cell Line Encyclopedia.,PLoS One, 2015 Jul 1,26132924,https://pubmed.ncbi.nlm.nih.gov/26132924/,Developing reliable biomarkers of tumor cell drug sensitivity and resistance can guide hypothesis-driven basic science research and influence pre-therapy clinical decisions. A popular strategy for developing biomarkers uses characterizations of human tumor samples against a range of cancer drug responses that correlate with genomic change; developed largely from the efforts of the Cancer Cell Line Encyclopedia (CCLE) and Sanger Cancer Genome Project (CGP). The purpose of this study is to provide an independent analysis of this data that aims to vet existing and add novel perspectives to biomarker discoveries and applications. Existing and alternative data mining and statistical methods will be used to a) evaluate drug responses of compounds with similar mechanism of action (MOA)， b) examine measures of gene expression (GE)， copy number (CN) and mutation status (MUT) biomarkers， combined with gene set enrichment analysis (GSEA)， for hypothesizing biological processes important for drug response， c) conduct global comparisons of GE， CN and MUT as biomarkers across all drugs screened in the CGP dataset， and d) assess the positive predictive power of CGP-derived GE biomarkers as predictors of drug response in CCLE tumor cells. The perspectives derived from individual and global examinations of GEs， MUTs and CNs confirm existing and reveal unique and shared roles for these biomarkers in tumor cell drug sensitivity and resistance. Applications of CGP-derived genomic biomarkers to predict the drug response of CCLE tumor cells finds a highly significant ROC， with a positive predictive power of 0.78. The results of this study expand the available data mining and analysis methods for genomic biomarker development and provide additional support for using biomarkers to guide hypothesis-driven basic science research and pre-therapy clinical decisions.
Monocyte subsets exhibit transcriptional plasticity and a shared response to interferon in SIV-infected rhesus macaques.,J Leukoc Biol, 2018 Jan,29345061,https://pubmed.ncbi.nlm.nih.gov/29345061/,The progression to AIDS is influenced by changes in the biology of heterogeneous monocyte subsets. Classical (CD14++CD16-)， intermediate (CD14++CD16+)， and nonclassical (CD14+CD16++) monocytes may represent progressive stages of monocyte maturation or disparate myeloid lineages with different turnover rates and function. To investigate the relationship between monocyte subsets and the response to SIV infection， we performed microarray analysis of monocyte subsets in rhesus macaques at three time points: prior to SIV infection， 26 days postinfection， and necropsy with AIDS. Genes with a 2-fold change between monocyte subsets (2023 genes) or infection time points (424 genes) were selected. We identify 172 genes differentially expressed among monocyte subsets in both uninfected and SIV-infected animals. Classical monocytes express genes associated with inflammatory responses and cell proliferation. Nonclassical monocytes express genes associated with activation， immune effector functions， and cell cycle inhibition. The classical and intermediate subsets are most similar at all time points， and transcriptional similarity between intermediate and nonclassical monocytes increases with AIDS. Cytosolic sensors of nucleic acids， restriction factors， and IFN-stimulated genes are induced in all three subsets with AIDS. We conclude that SIV infection alters the transcriptional relationship between monocyte subsets and that the innate immune response to SIV infection is conserved across monocyte subsets.Keywords:AIDS; CD14; CD16; HIV; immune activation; pathogenesis.
